,sentence,sentiment,disgust,shame,sadness,anger,fear,joy,guilt,disgust_2,shame_2,sadness_2,anger_2,fear_2,joy_2,guilt_2
2993,I am afraid before an exam or colloquium.,fear,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2994,"I get angry when my smaller brother misbehaves and talks with indecent á
words.",anger,2,0,0,2,0,0,0,0.6,0.0,0.0,0.4,0.0,0.0,0.0
2995,When my dog was stolen.,sadness,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2996,"I detest any kind of constraint and hate the attempts of elder á
people to force me to a norm of behavior without having legal or á
moral rights to do it. I felt this emotion when a neighbour of á
mine made me kick out my guests because they had talked very á
loudly and threatened that with ""connections"" she will expel me á
from the inst.",disgust,3,0,3,7,4,1,0,0.0,0.0,0.0,0.3684210526315789,0.0,0.631578947368421,0.0
2997,"I experienced long ago when I was sightseeing Bulgarians in a á
foreign language.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2998,"My mother developed hipertonia and I think I too am to blame á
bacause with her it is a stress disease.",guilt,2,0,2,2,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2999,When I met with friends that I hadn't seen for a long time.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,"One evening a friend of mine was telling a fearful story, nobody á
took it seriously but I got frightened.",fear,0,0,1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3001,"I got angry with a stranger in a train who behaved impertinently á
and immorally",anger,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3002,When I failed at the first entrance exam.,sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3003,The event which got me angry got also an aversion in me.,disgust,2,0,0,2,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3004,Once I was not ready for a seminar and I was asked to leave.,shame,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3005,I felt guilty when once I made my mother angry.,guilt,1,0,2,2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3006,"Six months ago when I got acquaintanced with a person whom I á
trusted infinitely and from whom I expected help and friendly á
feelings. With him I found much in common - in our views and in á
our fate.",joy,0,0,0,0,0,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3007,"Few days ago I really experienced fear. It was connected with á
unexpected actions on the part of a group of people. This evoked á
in me many negative emotions.",fear,0,0,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3008,"I always get angry when somebody deceives me, or tries to conceal á
his lie skilfully and this offends me even more.",anger,2,0,2,2,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3009,"Sadness - this is an emotion which I have felt very often á
recently. I can't remember a concrete example. I will describe my á
general impression from severl situations which evoked this á
feeling in me.",sadness,1,0,1,1,1,1,0,0.0,0.0,0.0,0.5384615384615384,0.0,0.46153846153846156,0.0
3010,"I became disgusted with the man on whom I had counted, who I had á
trusted, the man who should have been my mainstay - my father. á
I could hardly make myself (and the others) believe in this á
emotion. It has cumulated after events and deeds. Everything can á
happen in this world.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3011,"I am ashamed of the way my father behaves with my mother and á
sister, and with me too.",shame,1,0,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3012,"I didn't keep a promise I had made to a man, and in this way I á
lost his esteem and confidence in me. I caused him a lot of á
trouble.",guilt,0,0,2,0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3013,When I was accepted as a student.,joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3014,"I was a bit frightened when it was found that there was something á
wrong with my liver. However it turned out that it was not á
serious and I need not worry.",fear,0,0,1,0,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3015,"With the girl whom I may be loved truly. When she refused to come á
with me to an occasion (she was from another town).",anger,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3016,"For the girl who halped me go on living and made me happy - when á
I don't see her even for two or three days.",sadness,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3017,"For a drunk man (about 20 years old) that I met one evening, and á
who behaved impudently with the girls standing by.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3018,"I was embarassed at the exam in microbiology. I was ashamed with á
myself - how little I knew and how good was the examinor. I á
rarely become ashamed.",shame,2,0,2,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3019,"Recently when I made a slip and blurted out indecent words in my á
mother's presence.",guilt,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3020,"I felt it when on duty in the hospital I understood that I was á
not afraid to face death, that I also helped a little to relieve á
the pains of a patient.",joy,1,0,2,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3021,"Fear overwhelmed me when right against the car I was in I saw á
another one, as if out of control of the driver.",fear,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3022,"I felt it when a girl who was dear to me lied to my face. I got á
angry with the fact that she knew I didn't believe her but she á
kept on telling lies.",anger,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3023,"Sadness, no, I felt something much stronger when my father died.",sadness,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3024,"I got disgusted with a man who was beating a woman in the street. á
I just happened to be there but I was abhorred by the rudness.",disgust,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3025,"I was ashamed of the way I deceived that I could not help a á
friend, although it was absolutely possible for me. Nothing was á
revealed but I haven't called up this person since then.",shame,1,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3026,"I had an appointment with a colleague of mine to give her my á
lecture notes. I couldn't go and I didn't send them, and so the á
girl missed a day for the preparation of her term exams.",guilt,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3027,When I knew that my husband and I were going to have a child.,joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028,"Two years ago I saw a film on the TV. Even now it makes me á
afraid.",fear,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3029,When my husband stays late at a meeting and I have to be alone.,anger,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,The loss of a person I loved very much.,sadness,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3031,Deception from a person I loved very much.,disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3032,"I didn't tell my parents that I was going to Sofia. I told them á
that I was going to a seminar. My mother knew that I was lying but á
she didn't stop me.",shame,1,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3033,"The assistant professor saw me cheat at the preliminary á
examination.",guilt,1,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3034,"I was very happy when I got the message that I had been accepted á
as a student in medicine.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3035,"I felt something close to that when I saw that there was a man on á
the terrace of the flat.",fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3036,"I got angry when I learned how short a time we had to prepare for á
the term examinations.",anger,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3037,"I felt sad when my first boyfriend and I left each other. It was neither á
his fault nor mine.",sadness,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3038,"I felt it today when the bus driver shouted rather indecent words á
at a man without any reason whatsoever.",disgust,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3039,"At an exam in pharmacology I tried to prompt a coleague (she á
asked me something) and the assistant professor made me a sharp á
remark.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3040,"My grandmother has been in a hospital for a week and I still á
haven't had time to see her.",guilt,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3041,"When I learned that my parents were going abroad and leaving me á
alone for a few years.",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3042,"I was at the seaside and my brother disappeared for a couple of á
hours.",fear,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3043,"Some time ago I was disgusted with the ""cleanness"" of the á
refectory of our institute.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3044,"We were at a football match and when we were leaving the stadium á
(the stadium was packed with people) and I lost my shoe in the á
crowd. Our attempts to find it didn't give any result and I had á
to go home without one shoe. In other words to cross the whole á
town !",shame,0,0,2,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045,"I felt guilty last year during the winter term exams. A colleague á
of mine asked me to give him my lecture notes (I had very good á
notes and I had passed my exam in advance) but I still don't know á
why I didn't give them to him. That colleague failed and he was á
on the verge of not passing it at the supplementary examinations.",guilt,0,0,1,1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3046,"When I was admitted to the Institute. I had problems with many á
people about my applying for this institute and I decided to á
prove that one can pass excellently without visiting any á
preparatory couse. That is - I proved what I could do on my own.",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3047,"Once as a child I dreamed of a fire. Since that time I hadn't á
wanted to sleep in that bed and had feared the night darkness á
(and so it is now).",fear,0,0,1,1,2,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3048,"A chief was unjustly punished on an autumn brigade and the one á
who was really guilty kept silent. I stepped in front and told á
the truth. The guilty chief called me in after the roll-call and á
threatened me.",anger,1,0,3,3,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3049,"Years ago I fell in love for the first time. as natural for every á
school-girl I was day-dreaming. Later (after 3 years) we left á
each other. No one was to blame but I felt deep sadness. Even now á
I remember about it quite often.",sadness,1,0,2,1,0,1,0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
3050,"It was at a comsomol(??) meeting, the last one because we were to á
graduate. The way one of my fellow-students behaved made me feel á
disgusted.",disgust,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3051,"I was at a children's camp abroad. The people (the leaders, my á
coevals) were very king to us. One night we smeared our foreign á
friends with tooth-paste while they were sleeping and then we á
roused the whole camp by our shouts. Later I was so sorry. I á
didn't utter a word for two days, then I went to apologize.",shame,0,0,1,0,0,0,0,0.0,0.0,0.7291666666666666,0.0,0.0,0.0,0.2708333333333333
3052,"When I was in the fifth class the rating was done in our á
mark-books. I hadn't been examined yet but I had heard from my á
classmates about the scolding they had got at home. My first á
mark was in geography - good 4. I judged I had known for more á
than that and I put down ""very good"" for fear of being scolded. á
Naturally my parents guessed all about it. They rebuked me for á
what I had done.",guilt,0,0,1,3,2,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3053,"When I learned I was admitted to study what I wanted most - á
floriculture (this is a narrow specialization from the general á
one).",joy,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3054,"I was walking on the pavement when a white car rolled on it and á
directed towards me. I was quite near the house wall when it á
rolled by and hit me.",fear,0,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3055,"My grandmother's brother had taken active part in the resistance á
movement. He had been in prison many times and there he lost his á
health. He became an invalid. When we phoned to First Aid the á
nurse on duty behaved quite unkindly when she understood how old á
he was (79).",anger,0,0,3,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3056,"My boyfriend is a soldier. He was on a leave. I felt sad when we á
had to get separated again.",sadness,0,0,2,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3057,"I felt disgusted about a teacher who had rejected all that was á
human in her. She refused to accept the flowers we gave her for á
the eighth of March and asked for a foreign parfume instead.",disgust,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3058,"I was examined by a teacher I greatly respected. I was well á
prepared on the subjects but he put some side-issues to me and I á
couldn't answer.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3059,"I had undertaken to help my sister for her class work but some á
unexpected circumstances prevented me from doing that.",guilt,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3060,"I was very glad when I learned I was a student already. I heard á
about it over the phone, I didn't believe it at first.",joy,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3061,I had worries about a certain illness.,fear,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3062,"I suffered from a gynaecological illness. I was quite displeased á
to hear that my roommates had talked about it and they had á
misrepresented the truth. I felt deeply hurt when I learned that á
it was done by a ""good"" acquaintance of mine.",anger,1,0,3,3,3,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3063,"When my first boyfriend left me. I tried not to let him á
understand I felt miserable.",sadness,1,0,1,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3064,"I hate hypocrisy. My friend (girl) tried to intrude into my á
affairs with my future husband. After that she behaved as if á
nothing had happened.",disgust,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3065,"I feel shame when I have made a promise, I can't keep it and this á
has negative effects which are caused by my behavior.",shame,1,0,2,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,"I felt it when I came home after the examination session and I á
said I had not passed my last exam.",guilt,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3067,"I felt glad when I took the rather difficult organic chemistry á
examination.",joy,0,0,0,0,2,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3068,"This was what I felt when my boyfriend went to Bourgas to study á
there. I had the feeling I would lose him. Anyway the distance á
Plovdiv-Bourgas seemed to me so great.",fear,2,0,2,2,2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3069,"I confronted with this feeling at the Institute quite recently, á
the pedology lecturer was the cause.",anger,1,0,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3070,"This feeling was quite deep when my friend (girl) died in a car á
accident.",sadness,1,0,2,1,2,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3071,"I am disgusted with the behavior of a car driver whose car would á
run over me and my friends during our autumn brigade.",disgust,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3072,I felt shame when I discontinued my education for eight months. ,shame,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3073,"The sense of guilt came over me too, when I interrupted my á
studies. Why ? Because I felt guilty before my parents ! They á
believed in me though this event did not make them disbelieve me.",guilt,1,0,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3074,"I sensed a strong feeling of joy when in the plant, at my working á
place, I got a message that I was admitted as full time student at á
the Higher Agricultural Institute.",joy,1,0,1,1,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3075,"Fear when fulfilling my obligations on my first night fatigue á
duty as a soldier.",fear,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,"When on a car journey a fellow student crossed our way with his á
own car and we had to bump into a roadside trunk.",anger,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3077,The loss of a close relative who was ill with cancer.,sadness,2,0,3,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,"I am disgusted with a nieghbour who is looking for all sorts of á
quarrel with my parents and me. He feels we are hampering his á
living close to us. This has been going on for quite a long time.",disgust,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3079,"Some time ago I promised to meet an acquaintance of mine and to á
carry him some promised papers. I haven't done it until this day. á
Now I feel quite awkward when I meet him.",shame,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,"A sense of guilt before my parents when I had to discountinue my á
studies in the first year because of unpassed exams.",guilt,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3081,"After a difficult exam. When I had not hoped to take it and had á
got a high mark. When you present someone with something and he á
feels glad.",joy,0,0,0,0,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3082,"Fear from the unknown. I felt fear when I sat for the entrance á
examinations.",fear,0,0,0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3083,"I feel angry at people's indifference at our ability to be á
present at an event and to stay partial to what happens.",anger,2,0,1,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3084,"When you are far away from relatives and friends. I feel sad for á
my early years, for the freedom and the carefree years of á
childhood.",sadness,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3085,"I feel disgusted with the bootlickers, with helpless people.",disgust,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3086,I feel ashamed when I act dishonestly toward somebody.,shame,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3087,"I didn't visit a very close friend at the hospital and some days á
later he died.",guilt,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,"I was sitting for an exam in biochemistry, I was very excited á
because it was a supplementary examination. I passed the exam á
very well and was glad because I recovered my selfconfidence.",joy,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,"Students fear many things but we seem to fear the examinations á
most of all. I remember I was horror stricken before my á
microbiology exam, because it was a decisive one.",fear,1,0,2,3,3,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3090,"It was necessary to organise a competition in connection with a á
celebration. Everyone was to be present at that event. It turned á
out that there was no audience at all because everyone had á
pretended to be very intelligent and no one had come. I got á
furious.",anger,1,0,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3091,"When I part with my friends I feel always sad for some time. I á
can't remember a concrete example now. For example I have just á
parted with a friend of mine and I am feeling sad.",sadness,1,0,1,1,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3092,"In autumn I had to move to another lodging. My landlords, quite á
intelligent people, warned me I had to move in the nearest á
future. But I had difficulties in moving my luggage because I á
couldn't wait for a car to come. How amazed I was to hear them á
threatening me they would throw our my things. And at that my á
luggage was well packed and did not stand in their way. I was á
quite  disappointed and disgusted.",disgust,2,0,2,2,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
